review_content,sentiment
"Babal xa product, man paryo. ❤️",Positive
Just fine. ...,Neutral
Okay for the price. Ok.,Neutral
"Babal xa product, man paryo. !!!",Positive
Outstanding performance. ❤️,Positive
Disappointed with the product. 😡,Negative
Value for money. Thanks Daraz.,Positive
Must buy item. !!!,Positive
Fast delivery and good quality. ❤️,Positive
Delivery was okay.,Neutral
Theekai xa. ...,Neutral
Damaged package. 😔,Negative
Normal quality. ...,Neutral
Loved it!,Positive
Exactly as shown in picture. ❤️,Positive
Size was wrong. 😡,Negative
Excellent quality for the price. !!!,Positive
"Not bad, but could be better. ...",Neutral
"Babal xa product, man paryo. 😊",Positive
Broken item received.,Negative
"Received the item, it's okay.",Neutral
Very happy with the purchase. ❤️,Positive
Worst product ever.,Negative
The seller is a fraud. 😡,Negative
Okay for the price.,Neutral
Quality is very poor. !!,Negative
Quality is very poor. !!,Negative
Fast delivery and good quality.,Positive
Super fast shipping.,Positive
Normal quality.,Neutral
Took a long time to deliver. 😐,Neutral
Super fast shipping. !!!,Positive
Very slow delivery. 😡,Negative
Fake product. 😔,Negative
Naramro quality. Very bad.,Negative
Very slow delivery. !!,Negative
Doesn't fit.,Negative
The seller is a fraud. Very bad.,Negative
The seller is a fraud.,Negative
Color is different from picture. !!,Negative
Color is different from picture. 😔,Negative
Saman ramro ayo. !!!,Positive
Worst product ever. 😔,Negative
Delivery was okay. Ok.,Neutral
Average product.,Neutral
The seller is a fraud. !!,Negative
Very slow delivery. Very bad.,Negative
Fast delivery and good quality.,Positive
Just fine. Ok.,Neutral
Disappointed with the product. 😔,Negative
Okay for the price.,Neutral
Loved it! !!!,Positive
Loved it!,Positive
Theekai xa. 😐,Neutral
Quality is okay but price is high. Ok.,Neutral
Doesn't work properly. Very bad.,Negative
"Babal xa product, man paryo.",Positive
Loved it!,Positive
Terrible experience. !!,Negative
"Received the item, it's okay.",Neutral
Delivery was okay. ...,Neutral
Naramro quality.,Negative
Excellent quality for the price. !!!,Positive
Paisa khera gayo. 😔,Negative
Color is different from picture.,Negative
Quality is okay but price is high. Ok.,Neutral
Theekai xa.,Neutral
Okay for the price.,Neutral
Normal quality. ...,Neutral
Good service. ❤️,Positive
Do not buy this. Very bad.,Negative
Do not buy this. 😔,Negative
Value for money. ❤️,Positive
Fair product. ...,Neutral
"Ramro cha, dami product. !!!",Positive
Ekdam ramro. !!!,Positive
Ekdam ramro. 😊,Positive
Super fast shipping.,Positive
Fully satisfied. 😊,Positive
Trusted seller. ❤️,Positive
"Received the item, it's okay. ...",Neutral
Naramro quality.,Negative
"Great product, highly recommended! 😊",Positive
Super fast shipping. ❤️,Positive
Neither good nor bad. 😐,Neutral
Quality is very poor. Very bad.,Negative
Took a long time to deliver.,Neutral
Quality is very poor.,Negative
Waste of money.,Negative
Fast delivery and good quality. ❤️,Positive
Very slow delivery. !!,Negative
Will buy again. Thanks Daraz.,Positive
Value for money. Thanks Daraz.,Positive
Terrible experience. !!,Negative
Loved it! Thanks Daraz.,Positive
Doesn't work properly. Very bad.,Negative
Doesn't fit. Very bad.,Negative
Must buy item. ❤️,Positive
Good service. 😊,Positive
"Received the item, it's okay.",Neutral
Ekdam ramro.,Positive
Trusted seller. 😊,Positive
Satisfactory. 😐,Neutral
Do not buy this. 😔,Negative
Will buy again. !!!,Positive
Fully satisfied. 😊,Positive
Best product I have ever bought.,Positive
Trusted seller. ❤️,Positive
Satisfactory. ...,Neutral
"Ramro cha, dami product. 😊",Positive
Value for money. !!!,Positive
Mid quality. 😐,Neutral
Loved it! ❤️,Positive
Terrible experience.,Negative
Waste of money. 😡,Negative
Bad customer service.,Negative
Mid quality. ...,Neutral
Will buy again. !!!,Positive
Waste of money. !!,Negative
Best product I have ever bought. 😊,Positive
Theekai xa. 😐,Neutral
Doesn't fit. 😡,Negative
Naramro quality. !!,Negative
Outstanding performance. Thanks Daraz.,Positive
Fully satisfied.,Positive
Fast delivery and good quality.,Positive
Doesn't fit. Very bad.,Negative
Doesn't work properly. Very bad.,Negative
Very slow delivery.,Negative
Not as described. 😔,Negative
Very slow delivery. Very bad.,Negative
Size was wrong.,Negative
Average product. Ok.,Neutral
Terrible experience. 😔,Negative
Theekai xa. ...,Neutral
Fake product. 😔,Negative
Not as described. 😔,Negative
Fast delivery and good quality. !!!,Positive
Saman ramro ayo. !!!,Positive
Good service. 😊,Positive
Duplicate item. !!,Negative
Average product.,Neutral
Value for money. ❤️,Positive
"Ramro cha, dami product. ❤️",Positive
Theekai xa. 😐,Neutral
Value for money.,Positive
Theekai xa. 😐,Neutral
Took a long time to deliver.,Neutral
Terrible experience.,Negative
Paisa khera gayo.,Negative
"Not bad, but could be better. 😐",Neutral
Outstanding performance.,Positive
Outstanding performance.,Positive
Theekai xa.,Neutral
Very happy with the purchase. 😊,Positive
Fair product.,Neutral
Just fine. 😐,Neutral
Theekai xa. ...,Neutral
Exactly as shown in picture. ❤️,Positive
Duplicate item.,Negative
"Ramro cha, dami product. Thanks Daraz.",Positive
Loved it!,Positive
Theekai xa.,Neutral
Will buy again.,Positive
Size was wrong. 😔,Negative
Highly impressed with the packaging.,Positive
Fair product. Ok.,Neutral
Okay for the price. ...,Neutral
Good service. 😊,Positive
Exactly as shown in picture. Thanks Daraz.,Positive
Mid quality. 😐,Neutral
Neither good nor bad. Ok.,Neutral
Best product I have ever bought. ❤️,Positive
Average product. 😐,Neutral
Will buy again. 😊,Positive
Size was wrong. Very bad.,Negative
Satisfactory. 😐,Neutral
Highly impressed with the packaging. !!!,Positive
Mid quality.,Neutral
Highly impressed with the packaging.,Positive
Will buy again.,Positive
Terrible experience. 😡,Negative
Trusted seller. ❤️,Positive
It's alright. ...,Neutral
Average product. ...,Neutral
Highly impressed with the packaging. Thanks Daraz.,Positive
Took a long time to deliver. ...,Neutral
Broken item received.,Negative
Average product.,Neutral
Quality is very poor. 😡,Negative
"Received the item, it's okay. ...",Neutral
Bad customer service.,Negative
Very slow delivery. 😡,Negative
Theekai xa. 😐,Neutral
Super fast shipping. !!!,Positive
Just fine. Ok.,Neutral
"Great product, highly recommended! !!!",Positive
Trusted seller. Thanks Daraz.,Positive
Exactly as shown in picture.,Positive
Okay for the price.,Neutral
Delivery was okay. ...,Neutral
Do not buy this. 😡,Negative
Do not buy this. 😔,Negative
Neither good nor bad.,Neutral
Damaged package. !!,Negative
Duplicate item. !!,Negative
Fair product. Ok.,Neutral
Normal quality. 😐,Neutral
Excellent quality for the price. Thanks Daraz.,Positive
It's alright. ...,Neutral
Very happy with the purchase.,Positive
Not as described. !!,Negative
Doesn't fit. 😡,Negative
Excellent quality for the price. ❤️,Positive
"Not bad, but could be better. 😐",Neutral
"Great product, highly recommended! !!!",Positive
Value for money. ❤️,Positive
Color is different from picture. !!,Negative
Excellent quality for the price. ❤️,Positive
Outstanding performance. Thanks Daraz.,Positive
Very happy with the purchase. !!!,Positive
Mid quality.,Neutral
Excellent quality for the price. ❤️,Positive
Disappointed with the product. 😡,Negative
Doesn't work properly. 😔,Negative
Very happy with the purchase. 😊,Positive
Terrible experience. !!,Negative
Very happy with the purchase. ❤️,Positive
Fake product. !!,Negative
Broken item received. 😔,Negative
Saman ramro ayo. Thanks Daraz.,Positive
Mid quality. ...,Neutral
Exactly as shown in picture. 😊,Positive
Doesn't work properly. Very bad.,Negative
Broken item received. 😔,Negative
Ekdam ramro. !!!,Positive
Fast delivery and good quality. !!!,Positive
Trusted seller. !!!,Positive
Best product I have ever bought. ❤️,Positive
"Not bad, but could be better. Ok.",Neutral
Satisfactory. Ok.,Neutral
Terrible experience. Very bad.,Negative
Quality is very poor. 😔,Negative
Delivery was okay.,Neutral
Mid quality.,Neutral
Mid quality.,Neutral
Waste of money. 😡,Negative
Saman ramro ayo. ❤️,Positive
Fair product. 😐,Neutral
Not as described. 😔,Negative
Good service. Thanks Daraz.,Positive
Just fine. ...,Neutral
Fast delivery and good quality. !!!,Positive
Normal quality.,Neutral
Not as described. Very bad.,Negative
Bad customer service. 😔,Negative
Doesn't work properly. Very bad.,Negative
Damaged package. Very bad.,Negative
Normal quality. Ok.,Neutral
Took a long time to deliver.,Neutral
Okay for the price. ...,Neutral
Loved it! Thanks Daraz.,Positive
Damaged package. Very bad.,Negative
It's alright. Ok.,Neutral
Naramro quality. Very bad.,Negative
Okay for the price. Ok.,Neutral
Color is different from picture.,Negative
Must buy item. !!!,Positive
Very slow delivery.,Negative
Normal quality.,Neutral
Normal quality. 😐,Neutral
"Babal xa product, man paryo. Thanks Daraz.",Positive
Satisfactory.,Neutral
It's alright. 😐,Neutral
Good service.,Positive
Normal quality. Ok.,Neutral
"Not bad, but could be better.",Neutral
Doesn't fit. Very bad.,Negative
Duplicate item. !!,Negative
Quality is okay but price is high. 😐,Neutral
"Great product, highly recommended! ❤️",Positive
Normal quality.,Neutral
Delivery was okay. 😐,Neutral
Naramro quality. 😡,Negative
Damaged package. 😔,Negative
Quality is okay but price is high. ...,Neutral
Damaged package. 😔,Negative
Terrible experience. Very bad.,Negative
Quality is okay but price is high.,Neutral
Fake product. Very bad.,Negative
Normal quality. ...,Neutral
Mid quality. Ok.,Neutral
Took a long time to deliver. Ok.,Neutral
Good service. Thanks Daraz.,Positive
Doesn't work properly. Very bad.,Negative
Theekai xa. 😐,Neutral
Very slow delivery. 😔,Negative
Theekai xa. Ok.,Neutral
Quality is okay but price is high. 😐,Neutral
Bad customer service. !!,Negative
Fully satisfied. 😊,Positive
Exactly as shown in picture. ❤️,Positive
"Not bad, but could be better.",Neutral
Loved it! !!!,Positive
Broken item received. 😡,Negative
Mid quality. Ok.,Neutral
Neither good nor bad. Ok.,Neutral
Doesn't fit.,Negative
Neither good nor bad. ...,Neutral
Quality is okay but price is high.,Neutral
Super fast shipping. Thanks Daraz.,Positive
Worst product ever. Very bad.,Negative
Size was wrong.,Negative
Must buy item. !!!,Positive
Ekdam ramro. 😊,Positive
Average product. ...,Neutral
Fair product. Ok.,Neutral
Size was wrong. Very bad.,Negative
Delivery was okay.,Neutral
Broken item received. 😡,Negative
"Babal xa product, man paryo. !!!",Positive
Must buy item. !!!,Positive
Very happy with the purchase.,Positive
Will buy again. ❤️,Positive
Very slow delivery. 😡,Negative
Will buy again. ❤️,Positive
Color is different from picture. Very bad.,Negative
Okay for the price. 😐,Neutral
Satisfactory.,Neutral
Delivery was okay.,Neutral
Ekdam ramro.,Positive
Excellent quality for the price.,Positive
Doesn't work properly. !!,Negative
"Ramro cha, dami product. ❤️",Positive
Outstanding performance. 😊,Positive
Saman ramro ayo. 😊,Positive
Best product I have ever bought. ❤️,Positive
Quality is very poor. 😡,Negative
Trusted seller. !!!,Positive
Average product.,Neutral
Paisa khera gayo. 😡,Negative
Very happy with the purchase. 😊,Positive
Do not buy this. !!,Negative
Color is different from picture.,Negative
Neither good nor bad. Ok.,Neutral
Delivery was okay.,Neutral
Doesn't fit. 😡,Negative
"Not bad, but could be better. 😐",Neutral
Fair product. ...,Neutral
Took a long time to deliver. ...,Neutral
"Received the item, it's okay. Ok.",Neutral
Loved it! 😊,Positive
Fair product. ...,Neutral
Fast delivery and good quality. Thanks Daraz.,Positive
Not as described.,Negative
Normal quality. ...,Neutral
Trusted seller. 😊,Positive
Broken item received. 😔,Negative
Excellent quality for the price. 😊,Positive
Value for money. 😊,Positive
Highly impressed with the packaging. !!!,Positive
"Received the item, it's okay. 😐",Neutral
Average product.,Neutral
Must buy item. 😊,Positive
Very happy with the purchase. ❤️,Positive
"Not bad, but could be better. 😐",Neutral
Normal quality. ...,Neutral
Excellent quality for the price.,Positive
Ekdam ramro.,Positive
The seller is a fraud.,Negative
Very slow delivery. 😔,Negative
Outstanding performance. 😊,Positive
Took a long time to deliver. 😐,Neutral
"Great product, highly recommended! 😊",Positive
It's alright. Ok.,Neutral
Excellent quality for the price. 😊,Positive
Delivery was okay.,Neutral
Normal quality. ...,Neutral
Exactly as shown in picture. Thanks Daraz.,Positive
Trusted seller. Thanks Daraz.,Positive
Neither good nor bad. Ok.,Neutral
Mid quality. ...,Neutral
Damaged package. Very bad.,Negative
Not as described. Very bad.,Negative
Ekdam ramro.,Positive
It's alright. Ok.,Neutral
Mid quality. Ok.,Neutral
Waste of money. Very bad.,Negative
Very happy with the purchase. Thanks Daraz.,Positive
Outstanding performance. 😊,Positive
"Not bad, but could be better. Ok.",Neutral
Very happy with the purchase. !!!,Positive
Exactly as shown in picture. Thanks Daraz.,Positive
Duplicate item. 😔,Negative
Waste of money. Very bad.,Negative
Exactly as shown in picture. !!!,Positive
"Received the item, it's okay. 😐",Neutral
Damaged package. Very bad.,Negative
Average product. 😐,Neutral
Trusted seller. Thanks Daraz.,Positive
Doesn't fit. Very bad.,Negative
Theekai xa. ...,Neutral
Loved it!,Positive
Quality is okay but price is high. ...,Neutral
Color is different from picture. 😡,Negative
Neither good nor bad. Ok.,Neutral
Waste of money. 😔,Negative
Not as described. 😡,Negative
Quality is very poor. Very bad.,Negative
Good service. !!!,Positive
It's alright. Ok.,Neutral
Size was wrong. Very bad.,Negative
"Received the item, it's okay. ...",Neutral
Quality is okay but price is high. ...,Neutral
"Received the item, it's okay. Ok.",Neutral
Not as described. 😡,Negative
Damaged package. 😡,Negative
Saman ramro ayo.,Positive
Saman ramro ayo. !!!,Positive
Delivery was okay. Ok.,Neutral
Paisa khera gayo.,Negative
"Great product, highly recommended! Thanks Daraz.",Positive
Theekai xa. Ok.,Neutral
Fair product. 😐,Neutral
Saman ramro ayo. Thanks Daraz.,Positive
Must buy item. Thanks Daraz.,Positive
Doesn't work properly. 😔,Negative
Not as described. 😔,Negative
Do not buy this. 😔,Negative
Theekai xa. ...,Neutral
Exactly as shown in picture. 😊,Positive
Mid quality.,Neutral
It's alright.,Neutral
Worst product ever.,Negative
Do not buy this. !!,Negative
It's alright. ...,Neutral
Worst product ever. Very bad.,Negative
Very slow delivery. 😡,Negative
Very slow delivery. !!,Negative
